bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR
89.0,5834.0,5795.0,39.0,99.33150497086048,0.6684950291395211,519274.0,511215.0,8059.0,88.90015372736696,95.82639714625446,6.926243418887509,63.434048889440376
90.0,5835.0,5798.0,37.0,99.36589545844045,0.6341045415595516,525109.0,517013.0,8096.0,89.90842439882861,96.26634958382877,6.3579251850001555,63.86030138339921
91.0,5834.0,5788.0,46.0,99.21151868357902,0.7884813164209845,530943.0,522801.0,8142.0,90.9149560729266,96.81331747919144,5.89836140626484,64.21039056742815
92.0,5835.0,5810.0,25.0,99.57155098543274,0.4284490145672635,536778.0,528611.0,8167.0,91.92531354122467,97.11058263971462,5.185269098489954,64.72523570466511
93.0,5834.0,5792.0,42.0,99.28008227631128,0.7199177236887238,542612.0,534403.0,8209.0,92.93254081426812,97.60998810939358,4.677447295125461,65.09964672919966
94.0,5835.0,5804.0,31.0,99.46872322193659,0.5312767780634147,548447.0,540207.0,8240.0,93.941854884148,97.97859690844233,4.036742024294327,65.55910194174757
95.0,5834.0,5804.0,30.0,99.48577305450806,0.5142269454919415,554281.0,546011.0,8270.0,94.95116895402786,98.33531510107015,3.384146147042287,66.02309552599758
96.0,5835.0,5804.0,31.0,99.46872322193659,0.5312767780634147,560116.0,551815.0,8301.0,95.96048302390774,98.70392390011891,2.7434408762111673,66.47572581616673
97.0,5834.0,5804.0,30.0,99.48577305450806,0.5142269454919415,565950.0,557619.0,8331.0,96.9697970937876,99.06064209274673,2.0908449989591276,66.93302124594886
98.0,5835.0,5807.0,28.0,99.52013710368466,0.47986289631533907,571785.0,563426.0,8359.0,97.97963286287658,99.3935790725327,1.4139462096561175,67.40351716712526
99.0,5834.0,5809.0,25.0,99.57147754542338,0.42852245457662264,577619.0,569235.0,8384.0,98.98981643143829,99.69084423305588,0.7010278016175988,67.89539599236642
100.0,5835.0,5809.0,26.0,99.55441302485005,0.4455869751499506,583454.0,575044.0,8410.0,100.0,100.0,0.0,68.37621878715815
